Unnamed: 0,CustomerID,Gender,Location,Tenure_Months,Transaction_ID,Transaction_Date,Product_SKU,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,Coupon_Status,GST,Date,Offline_Spend,Online_Spend,Month,Coupon_Code,Discount_pct,Product_Gender
2170,17850.0,M,Chicago,12.0,16682.0,2019-01-01,GGOEGAAB010516,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,5.0,17.53,6.5,Not Used,0.18,1/1/2019,4500.0,2424.5,1,SALE10,10.0,Men
2171,17850.0,M,Chicago,12.0,16697.0,2019-01-01,GGOEGAAJ073414,Google Men's Short Sleeve Hero Tee Heather,Apparel,1.0,19.59,6.5,Clicked,0.18,1/1/2019,4500.0,2424.5,1,SALE10,10.0,Men
2172,17850.0,M,Chicago,12.0,16704.0,2019-01-01,GGOEGAPB058615,Google Women's Yoga Jacket Black,Apparel,1.0,108.31,6.5,Used,0.18,1/1/2019,4500.0,2424.5,1,SALE10,10.0,Women
2173,17850.0,M,Chicago,12.0,16706.0,2019-01-01,GGOEGAAB010517,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,14.02,6.5,Clicked,0.18,1/1/2019,4500.0,2424.5,1,SALE10,10.0,Men
2174,17850.0,M,Chicago,12.0,16715.0,2019-01-01,GGOEYAFB073115,YouTube Men's Fleece Hoodie Black,Apparel,1.0,57.76,6.5,Used,0.18,1/1/2019,4500.0,2424.5,1,SALE10,10.0,Men
2175,17850.0,M,Chicago,12.0,16716.0,2019-01-01,GGOEGAAJ073415,Google Men's Short Sleeve Hero Tee Heather,Apparel,1.0,19.59,6.5,Clicked,0.18,1/1/2019,4500.0,2424.5,1,SALE10,10.0,Men
2176,13047.0,M,California,43.0,16682.0,2019-01-01,GGOEYAAB031816,YouTube Men's Short Sleeve Hero Tee Black,Apparel,5.0,17.53,6.5,Used,0.18,1/1/2019,4500.0,2424.5,1,SALE10,10.0,Men
2177,13047.0,M,California,43.0,16685.0,2019-01-01,GGOEGAAR010714,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,1.0,14.02,6.5,Used,0.18,1/1/2019,4500.0,2424.5,1,SALE10,10.0,Men
2178,13047.0,M,California,43.0,16685.0,2019-01-01,GGOEGAEQ027913,Google Women's Short Sleeve Hero Tee White,Apparel,1.0,14.02,6.5,Clicked,0.18,1/1/2019,4500.0,2424.5,1,SALE10,10.0,Women
2179,12583.0,M,Chicago,33.0,16693.0,2019-01-01,GGOEGATB060415,Google Women's Quilted Insulated Vest Black,Apparel,1.0,61.89,6.5,Clicked,0.18,1/1/2019,4500.0,2424.5,1,SALE10,10.0,Women
2180,12583.0,M,Chicago,33.0,16695.0,2019-01-01,GGOEGAAJ080615,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1.0,16.5,6.5,Clicked,0.18,1/1/2019,4500.0,2424.5,1,SALE10,10.0,Men
2181,12583.0,M,Chicago,33.0,16695.0,2019-01-01,GGOEGAAL010615,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1.0,14.02,6.5,Clicked,0.18,1/1/2019,4500.0,2424.5,1,SALE10,10.0,Men
2182,12583.0,M,Chicago,33.0,16695.0,2019-01-01,GGOEGAEB027814,Google Women's Short Sleeve Hero Tee Black,Apparel,1.0,14.02,6.5,Used,0.18,1/1/2019,4500.0,2424.5,1,SALE10,10.0,Women
2183,12583.0,M,Chicago,33.0,16695.0,2019-01-01,GGOEGAEC029114,Google Women's Short Sleeve Hero Tee Sky Blue,Apparel,1.0,15.67,6.5,Clicked,0.18,1/1/2019,4500.0,2424.5,1,SALE10,10.0,Women
2184,12583.0,M,Chicago,33.0,16695.0,2019-01-01,GGOEGAER029714,Google Women's Short Sleeve Hero Tee Red Heather,Apparel,1.0,15.67,6.5,Clicked,0.18,1/1/2019,4500.0,2424.5,1,SALE10,10.0,Women
2185,12583.0,M,Chicago,33.0,16695.0,2019-01-01,GGOEGAFJ036214,Google Men's Pullover Hoodie Grey,Apparel,1.0,42.91,6.5,Clicked,0.18,1/1/2019,4500.0,2424.5,1,SALE10,10.0,Men
2188,15291.0,M,California,32.0,16726.0,2019-01-01,GGOEGAEC029114,Google Women's Short Sleeve Hero Tee Sky Blue,Apparel,1.0,15.67,6.5,Used,0.18,1/1/2019,4500.0,2424.5,1,SALE10,10.0,Women
2189,15291.0,M,California,32.0,16726.0,2019-01-01,GGOEGAPB058214,Google Women's Lightweight Microfleece Jacket,Apparel,1.0,61.89,6.5,Clicked,0.18,1/1/2019,4500.0,2424.5,1,SALE10,10.0,Women
2190,17850.0,M,Chicago,12.0,16887.0,2019-01-03,GGOEAAAJ032416,Android Men's Short Sleeve Tri-blend Hero Tee Grey,Apparel,1.0,19.59,35.3,Clicked,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Men
2191,17850.0,M,Chicago,12.0,16887.0,2019-01-03,GGOEAAAJ034516,Android Men's Vintage Tee,Apparel,1.0,19.59,35.3,Clicked,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Men
2192,17850.0,M,Chicago,12.0,16887.0,2019-01-03,GGOEGAAJ059116,Google Men's Short Sleeve Performance Badge Tee Pewter,Apparel,1.0,22.69,35.3,Clicked,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Men
2193,17850.0,M,Chicago,12.0,16887.0,2019-01-03,GGOEGAAQ033916,Google Men's Vintage Badge Tee White,Apparel,1.0,19.59,35.3,Clicked,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Men
2194,17850.0,M,Chicago,12.0,16887.0,2019-01-03,GGOEGAFJ036216,Google Men's Pullover Hoodie Grey,Apparel,1.0,53.64,35.3,Clicked,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Men
2195,12431.0,F,New Jersey,14.0,16820.0,2019-01-03,GGOEGADJ059714,Google Men's Quilted Insulated Vest Battleship Grey,Apparel,1.0,61.89,6.5,Clicked,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Men
2196,12431.0,F,New Jersey,14.0,16820.0,2019-01-03,GGOEYAEJ033516,YouTube Men's Long Sleeve Pullover Badge Tee Heather,Apparel,1.0,28.88,6.5,Clicked,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Men
2197,17511.0,F,Chicago,25.0,16832.0,2019-01-03,GGOEGADJ059413,Google Men's Microfiber 1/4 Zip Pullover Grey/Black,Apparel,1.0,61.89,6.5,Clicked,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Men
2198,17511.0,F,Chicago,25.0,16834.0,2019-01-03,GGOEGALL074615,Google Women's Short Sleeve Badge Tee Navy,Apparel,1.0,14.02,6.5,Not Used,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Women
2203,13408.0,M,Chicago,30.0,16858.0,2019-01-03,GGOEGAEB027815,Google Women's Short Sleeve Hero Tee Black,Apparel,1.0,14.02,6.5,Used,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Women
2204,13408.0,M,Chicago,30.0,16858.0,2019-01-03,GGOEGAEQ027914,Google Women's Short Sleeve Hero Tee White,Apparel,1.0,14.02,6.5,Used,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Women
2206,15862.0,F,California,24.0,16906.0,2019-01-03,GGOEGAAJ073415,Google Men's Short Sleeve Hero Tee Heather,Apparel,1.0,15.67,12.76,Not Used,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Men
2207,15862.0,F,California,24.0,16906.0,2019-01-03,GGOEGAAL010615,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1.0,14.02,12.76,Clicked,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Men
2208,15862.0,F,California,24.0,16906.0,2019-01-03,GGOEGAAR010714,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,1.0,14.02,12.76,Used,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Men
2209,15862.0,F,California,24.0,16927.0,2019-01-03,GGOEGAAJ073415,Google Men's Short Sleeve Hero Tee Heather,Apparel,1.0,19.59,6.5,Clicked,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Men
2210,15862.0,F,California,24.0,16927.0,2019-01-03,GGOEGAAR010715,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,1.0,17.53,6.5,Used,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Men
2211,15862.0,F,California,24.0,16927.0,2019-01-03,GGOEGALJ034413,Google Women's Vintage Hero Tee Platinum,Apparel,1.0,19.59,6.5,Not Used,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Women
2212,15862.0,F,California,24.0,16936.0,2019-01-03,GGOEGAAJ032616,Google Men's Short Sleeve Badge Tee Charcoal,Apparel,1.0,15.67,6.5,Used,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Men
2213,15862.0,F,California,24.0,16936.0,2019-01-03,GGOEGADC059516,Google Men's Microfiber 1/4 Zip Pullover Blue/Indigo,Apparel,1.0,61.89,6.5,Clicked,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Men
2214,15862.0,F,California,24.0,16936.0,2019-01-03,GGOEGAEC033116,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1.0,20.62,6.5,Clicked,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Men
2215,15862.0,F,California,24.0,16936.0,2019-01-03,GGOEGAER029215,Google Women's Short Sleeve Badge Tee Red Heather,Apparel,1.0,15.67,6.5,Clicked,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Women
2216,15862.0,F,California,24.0,16936.0,2019-01-03,GGOEGAFB035816,Google Men's  Zip Hoodie,Apparel,1.0,46.21,6.5,Clicked,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Men
2217,15862.0,F,California,24.0,16936.0,2019-01-03,GGOEGATC060314,Google Women's 1/4 Zip Performance Pullover Two-Tone Blue,Apparel,1.0,53.64,6.5,Used,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Women
2218,15862.0,F,California,24.0,16937.0,2019-01-03,GGOEGALQ034214,Google Women's Vintage Hero Tee White,Apparel,1.0,15.67,6.5,Clicked,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Women
2219,15862.0,F,California,24.0,16937.0,2019-01-03,GGOEGAPB057814,Women's Performance Full Zip Jacket Black,Apparel,1.0,99.03,6.5,Clicked,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Women
2220,15862.0,F,California,24.0,16937.0,2019-01-03,GGOEGAQJ058714,Google Women's Zip Hoodie Grey,Apparel,1.0,115.53,6.5,Not Used,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Women
2221,12791.0,F,Washington DC,26.0,16956.0,2019-01-03,GGOEGAAQ010417,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1.0,17.53,6.5,Clicked,0.18,1/3/2019,4500.0,1576.38,1,SALE10,10.0,Men
2222,17850.0,M,Chicago,12.0,16992.0,2019-01-04,GGOEGAAJ080615,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1.0,20.62,6.5,Clicked,0.18,1/4/2019,4500.0,2928.55,1,SALE10,10.0,Men
2223,17850.0,M,Chicago,12.0,16992.0,2019-01-04,GGOEGAAJ080616,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1.0,20.62,6.5,Clicked,0.18,1/4/2019,4500.0,2928.55,1,SALE10,10.0,Men
